id,created_at,text,topic,action,retweet_count,favorite_count
8.79E+17,2017-06-26T22:32:24Z,#AskAlexa to enable Destination: #Dunkirk to start playing the new adventure game before the movie hits theaters on… https://t.co/PeAI9fQuE9,,,39,80
8.78946E+17,2017-06-25T12:00:01Z,"Which battle took place on this day? Say, ""Alexa, ask This Day In History what happened on June 25th"" to find out.… https://t.co/yfo2kppwK1",,,6,20
8.78366E+17,2017-06-23T21:36:55Z,"""Alexa, play Gay Pride Party play list on Amazon."" 🏳️‍🌈🎉",,,17,62
8.76409E+17,2017-06-18T12:00:14Z,#HappyFathersDay to all the dads out there—even tiny furry ones. #CallDad with Alexa calling and messaging. https://t.co/zZSTqL8HSW,,,9,29
8.75433E+17,2017-06-15T19:19:42Z,"RT @amazonmusic: 7 tons, 79 feet tall, 22 feet around: Times Square, say hello to Alexa! https://t.co/HmVIS97G1E https://t.co/Fcz3EZRuVp",,,38,0
8.75E+17,2017-06-15T12:00:01Z,Enable the 'This Day in History' skill for Alexa to find out which great charter was sealed on this day. #AskAlexa… https://t.co/Y8SNOvfBzr,,,9,21
8.7351E+17,2017-06-10T12:00:01Z,"The 71st Tony Awards are on June 11. Let Alexa help you celebrate the magic of musical theatre. #AskAlexa ""Give me… https://t.co/gChMkUdGV6",,,3,15
8.7327E+17,2017-06-09T20:06:27Z,"RT @amazonmusic: Big news! @katyperry is guest host of Song of the Day all week. #AskAlexa, “Play Song of the Day” to listen: https://t.co/…",,,114,0
8.72232E+17,2017-06-06T23:23:15Z,"You asked, Alexa delivered. Introducing named timers, one of Alexa’s most requested features. Set multiple timers w… https://t.co/XNljij2peQ",,,59,181
8.70633E+17,2017-06-02T13:26:38Z,Boxes 📦or briefs 📰? Alexa can track your packages and read your news briefs. Which do you ask for most? #AskAlexa,,,9,21
8.70249E+17,2017-06-01T12:00:00Z,Spelling kryptonite = that one word you can never remember how to spell. Alexa is here to help. What's yours? #spellingbee #askalexa,,,3,15
8.65206E+17,2017-05-18T14:03:22Z,"RT @audible_com: Calling all @amazonecho, Dot, and Tap owners: this month, hear two new #Bosch stories FREE when you #AskAlexa, ""Alexa, rea…",,,32,0
8.63833E+17,2017-05-14T19:04:55Z,RT @amazon: As seen on SNL: An Echo designed for the greatest generation that will answer to any name close to Alexa 😂 https://t.co/uqN1FRT…,,,137,0
8.63168E+17,2017-05-12T23:05:14Z,Introducing Alexa calling &amp; messaging. Keep in touch with friends &amp; family thru your Echo or the Alexa App.… https://t.co/KeRbS8pMAL,,,59,95
8.63092E+17,2017-05-12T18:03:08Z,RT @AmericanExpress: American Express announces the launch of the Amex skill for Amazon Alexa. Read More: https://t.co/PmZT9FPPN6 #amexnews…,,,29,0
8.62805E+17,2017-05-11T23:00:02Z,"Whether you are near or far, celebrate Mother’s Day by sending fresh flowers with the 1-800-Flowers skill for Alexa… https://t.co/fDZ1bIrAIY",,,2,7
8.62072E+17,2017-05-09T22:30:58Z,"Enjoy interactive audio stories with Earplay for Alexa! Just say “Alexa, start Earplay.” Find more Alexa skills at… https://t.co/AtLms2lQG5",,,19,40
8.61964E+17,2017-05-09T15:19:18Z,"Echo Show – everything you love about Alexa, and now she can show you things. #AskAlexa https://t.co/HtGY4bBG2y… https://t.co/1MMprxZiSW",,,431,613
